un_number,name_zh,name_en,class_or_division,subsidiary_hazard,packing_group,special_provisions,limited_quantities,excepted_quantities,packing_instruction,special_packing_provisions,portable_tank_instruction,portable_tank_special_provisions
1160,二甲胺水溶液,DIMETHYLAMINE AQUEOUS SOLUTION,3,8,Ⅱ,-,1 L,E2,P001 IBC02,-,T7,TP1
1161,碳酸二甲酯,DIMETHYL CARBONATE,3,-,Ⅱ,-,1 L,E2,P001 IBC02,-,T4,TP1
1162,二甲基二氯硅烷,DIMETHYLDICHLORO-SILANE,3,8,Ⅱ,-,0,E0,P010,-,T10,TP2 TP7 TP13
1163,不对称二甲肼,"DIMETHYLHYDRAZINE, UNSYMMETRICAL",6.1,3 8,Ⅰ,354,0,E0,P602,-,T20,TP2 TP13
1164,二甲硫,DIMETHYL SULPHIDE,3,-,Ⅱ,-,1 L,E2,P001 IBC02,B8,T7,TP2
1165,二噁烷,DIOXANE,3,-,Ⅱ,-,1 L,E2,P001 IBC02,-,T4,TP1
1166,二氧戊环,DIOXOLANE,3,-,Ⅱ,-,1 L,E2,P001 IBC02,-,T4,TP1
1167,二乙烯基醚，稳定的,"DIVINYL ETHER, STABILIZED",3,-,Ⅰ,386,0,E3,P001,-,T11,TP2
1170,乙醇(酒精)或乙醇溶液 (酒精溶液),ETHANOL (ETHYL ALCOHOL) or ETHANOL SOLUTION (ETHYL ALCOHOL SOLUTION),3,-,Ⅱ,144,1 L,E2,P001 IBC02,-,T4,TP1
1170,乙醇(酒精)或乙醇溶液 (酒精溶液),ETHANOL (ETHYL ALCOHOL) or ETHANOL SOLUTION (ETHYL ALCOHOL SOLUTION),3,-,Ⅲ,144 223,5 L,E1,P001 IBC03 LP01,-,T2,TP1
1171,乙二醇单乙醚,ETHYLENE GLYCOL MONOETHYL ETHER,3,-,Ⅲ,-,5 L,E1,P001 IBC03 LP01,-,T2,TP1
1172,乙酸乙二醇单乙醚酯,ETHYLENE GLYCOLMONOETHYL ETHER ACETATE,3,-,Ⅲ,-,5 L,E1,P001 IBC03 LP01,-,T2,TP1
1173,乙酸乙酯,ETHYL ACETATE,3,-,Ⅱ,-,1 L,E2,P001 IBC02,-,T4,TP1
1175,乙苯,ETHYLBENZENE,3,-,Ⅱ,-,1 L,E2,P001 IBC02,-,T4,TP1
1176,硼酸乙酯,ETHYL BORATE,3,-,Ⅱ,-,1 L,E2,P001 IBC02,-,T4,TP1
1177,乙酸-2-乙基丁酯,2-ETHYLBUTYL ACETATE,3,-,Ⅲ,-,5 L,E1,P001 IBC03 LP01,-,T2,TP1
1178,2-乙基丁醛,2-ETHYLBUTYRALDEHYDE,3,-,Ⅱ,-,1 L,E2,P001 IBC02,-,T4,TP1
1179,乙基丁基醚,ETHYL BUTYL ETHER,3,-,Ⅱ,-,1 L,E2,P001 IBC02,-,T4,TP1
1180,丁酸乙酯,ETHYL BUTYRATE,3,-,Ⅲ,-,5 L,E1,P001 IBC03 LP01,-,T2,TP1
1181,氯乙酸乙酯,ETHYL CHLOROACETATE,6.1,3,Ⅱ,-,100 mL,E4,P001 IBC02,-,T7,TP2
1182,氯甲酸乙酯,ETHYL CHLOROFORMATE,6.1,3 8,Ⅰ,354,0,E0,P602,-,T20,TP2 TP13
1183,乙基二氯硅烷,ETHYLDICHLOROSILANE,4.3,3 8,Ⅰ,-,0,E0,P401,-,T14,TP2 TP7 TP13
1184,二氯乙烷,ETH YLENE DICHLORIDE,3,6.1,Ⅱ,-,1 L,E2,P001 IBC02,-,T7,TP1
1185,乙撑亚胺，稳定的,"ETHYLENEIMINE, STABILIZED",6.1,3,Ⅰ,354 386,0,E0,P601,-,T22,TP2 TP13
1188,乙二醇单甲醚,ETHYLENE GLYCOL MONOMETHYL ETHER,3,-,Ⅲ,-,5 L,E1,P001 IBC03 LP01,-,T2,TP1
1189,乙酸乙二醇单甲醚酯,ETHYLENE GLYCOL MONOMETHYL ETHER ACETATE,3,-,Ⅲ,-,5 L,E1,P001 IBC03 LP01,-,T2,TP1
1190,甲酸乙酯,ETHYL FORMATE,3,-,Ⅱ,-,1 L,E2,P001 IBC02,-,T4,TP1
1191,辛醛,OCTYL ALDEHYDES,3,-,Ⅲ,-,5 L,E1,P001 IBC03 LP01,-,T2,TP1
1192,乳酸乙酯,ETHYL LACTATE,3,-,Ⅲ,-,5 L,E1,P001 IBC03 LP01,-,T2,TP1
1193,乙基甲基酮(甲乙酮),ETHYL METHYL KETONE (METHYL ETHYL KETONE),3,-,Ⅱ,-,1 L,E2,P001 IBC02,-,T4,TP1
1194,亚硝酸乙酯溶液,ETHYL NITRITE SOLUTION,3,6.1,Ⅰ,-,0,E0,P001,-,-,-
1195,丙酸乙酯,ETHYL PROPIONATE,3,-,Ⅱ,-,1 L,E2,P001 IBC02,-,T4,TP1
1196,乙基三氯硅烷,ETHYLTRICHLOROSILANE,3,8,Ⅱ,-,0,E0,P010,-,T10,TP2 TP7 TP13
1197,液态萃取物，用作调味剂 或香料,"EXTRACTS, LIQUID, for flavour or aroma",3,-,Ⅱ,-,5 L,E2,P001 IBC02,-,T4,TP1 TP8
1197,液态萃取物，用作调味剂 或香料,"EXTRACTS, LIQUID, for flavour or aroma",3,-,Ⅲ,223,5 L,E1,P001 IBC03 LP01,-,T2,TP1
1198,甲醛溶液，易燃,"FORMALDEHYDE SOLUTION, FLAMMABLE",3,8,Ⅲ,-,5 L,E1,P001 IBC03,-,T4,TP1
1199,糠醛,FURALDEHYDES,6.1,3,Ⅱ,-,100 mL,E4,P001 IBC02,-,T7,TP2
1201,杂醇油,FUSEL OIL,3,-,Ⅱ,-,1 L,E2,P001 IBC02,-,T4,TP1
1201,杂醇油,FUSEL OIL,3,-,Ⅲ,223,5 L,E1,P001 IBC03 LP01,-,T2,TP1
1202,瓦斯油，或柴油，或轻质燃 料油,"GAS OIL or DIESEL FUEL or HEATING OIL, LIGHT",3,-,Ⅲ,-,5 L,E1,P001 IBC03 LP01,-,T2,TP1
1203,车用汽油或汽油,MOTOR SPIRIT or GASOLINE or PETROL,3,-,Ⅱ,243,1 L,E2,P001 IBC02,-,T4,TP1
1204,硝化甘油醇溶液，含硝化 甘油不大于1%,NITROGLYCERIN SOLUTION IN ALCOHOL with not more than 1% nitroglycerin,3,-,Ⅱ,28,1 L,E0,P001 IBC02,PP5,-,-
1206,庚烷,HEPTANES,3,-,Ⅱ,-,1 L,E2,P001 IBC02,-,T4,TP1
1207,己醛,HEXALDEHYDE,3,-,Ⅲ,-,5 L,E1,P001 IBC03 LP01,-,T2,TP1
1208,己烷,HEXANES,3,-,Ⅱ,-,1 L,E2,P001 IBC02,-,T4,TP1
1210,印刷油墨，易燃，或印刷油 墨相关材料(包括印刷油 墨稀释剂或冲淡剂)，易燃,"PRINTING INK, flammable or PRINTING INK RELATED MATERIAL (including printing ink thinning or reducing compound), flammable",3,-,Ⅰ,163 367,500 mL,E3,P001,-,T11,TP1 TP8
1210,印刷油墨，易燃，或印刷油 墨相关材料(包括印刷油 墨稀释剂或冲淡剂)，易燃,"PRINTING INK, flammable or PRINTING INK RELATED MATERIAL (including printing ink thinning or reducing compound), flammable",3,-,Ⅱ,163 367,5 L,E2,P001 IBC02,PP1,T4,TP1 TP8
1210,印刷油墨，易燃，或印刷油 墨相关材料(包括印刷油 墨稀释剂或冲淡剂)，易燃,"PRINTING INK, flammable or PRINTING INK RELATED MATERIAL (including printing ink thinning or reducing compound), flammable",3,-,Ⅲ,163 223 367,5 L,E1,P001 IBC03 LP01,PP1,T2,TP1
1212,异丁醇,ISOBUTANOL(ISOBUTYL ALCOHOL),3,-,Ⅲ,-,5 L,E1,P001 IBC03 LP01,-,T2,TP1
1213,乙酸异丁酯,ISOBUTYL ACETATE,3,-,Ⅱ,-,1 L,E2,P001 IBC02,-,T4,TP1
1214,异丁胺,ISOBUTYLAMINE,3,3,Ⅱ,-,1 L,E2,P001 IBC02,-,T7,TP1
1216,异辛烯,ISOOCTENES,3,-,Ⅱ,-,1 L,E2,P001 IBC02,-,T4,TP1
1218,异戊二烯，稳定的,"ISOPRENE, STABILIZED",3,-,Ⅰ,386,0,E3,P001,-,T11,TP2
1219,异丙醇,ISOPROPANOL (ISOPROPYL ALCOHOL),3,-,Ⅱ,-,1 L,E2,P001 IBC02,-,T4,TP1
1220,乙酸异丙酯,ISOPROPYL ACETATE,3,-,Ⅱ,-,1 L,E2,P001 IBC02,-,T4,TP1
1221,异丙胺,ISOPROPYLAMINE,3,8,Ⅰ,-,0,E0,P001,-,T11,TP2
1222,硝酸异丙酯,ISOPROPYL NITRATE,3,-,Ⅱ,26,1 L,E2,P001 IBC02,B7,-,-
1223,煤油,KEROSENE,3,-,Ⅲ,-,5 L,E1,P001 IBC03 LP01,-,T2,TP2
1224,液态酮类，未另作规定的,"KETONES, LIQUID, N. O. S.",3,-,Ⅱ,274,1 L,E2,P001 IBC02,-,T7,TP1 TP8 TP28
1224,液态酮类，未另作规定的,"KETONES, LIQUID, N. O. S.",3,-,Ⅲ,223 274,5 L,E1,P001 IBC03 LP01,-,T4,TP1 TP29
1228,液态硫醇类，易燃，毒性， 未另作规定的或液态硫醇 混合物，易燃，毒性，未另 作规定的,"MERCAPTANS, LIQUID, FLAMMABLE, TOXIC, N. O. S. or MERCAPTAN MIXTURE, LIQUID, FLAMMABLE, TOXIC, N. O. S.",3,6.1,Ⅱ,274,1 L,E0,P001 IBC02,-,T11,TP2 TP27
1228,液态硫醇类，易燃，毒性， 未另作规定的或液态硫醇 混合物，易燃，毒性，未另 作规定的,"MERCAPTANS, LIQUID, FLAMMABLE, TOXIC, N. O. S. or MERCAPTAN MIXTURE, LIQUID, FLAMMABLE, TOXIC, N. O. S.",3,6.1,Ⅲ,223 274,5 L,E1,P001 IBC03,-,T7,TP1 TP28
1229,异丙叉丙酮,MESITYL OXIDE,3,-,Ⅲ,-,5 L,E1,P001 IBC03 LP01,-,T2,TP1
1230,甲醇,METHANOL,3,6.1,Ⅱ,279,1 L,E2,P001 IBC02,-,T7,TP2
1231,乙酸甲酯,METHYL ACETATE,3,-,Ⅱ,-,1 L,E2,P001 IBC02,-,T4,TP1
1233,乙酸甲基戊酯,METHYLAMYL ACETATE,3,-,Ⅲ,-,5 L,E1,P001 IBC03 LP01,-,T2,TP1
1234,甲醛缩二甲醇(甲缩醛),METHYLAL,3,-,Ⅱ,-,1 L,E2,P001 IBC02,B8,T7,TP2
1235,甲胺水溶液,"METHYLAMINE, AQUEOUS SOLUTION",3,8,Ⅱ,-,1 L,E2,P001 IBC02,-,T7,TP1
1237,丁酸甲酯,METHYL BUTYRATE,3,-,Ⅱ,-,1 L,E2,P001 IBC02,-,T4,TP1
1238,氯甲酸甲酯,METHYL CHLOROFORMATE,6.1,3 8,Ⅰ,354,0,E0,P602,-,T22,TP2 TP13
1239,甲基氯甲基醚,METHYL CHLOROMETHYL ETHER,6.1,3,Ⅰ,354,0,E0,P602,-,T22,TP2 TP13
1242,甲基二氯硅烷,METHYLDICHLOROSILANE,4.3,3 8,Ⅰ,-,0,E0,P401,-,T14,TP2 TP7 TP13
1243,甲酸甲酯,METHYL FORMATE,3,-,Ⅰ,-,0,E3,P001,-,T11,TP2
1244,甲基肼,METHYLHYDRAZINE,6.1,38,Ⅰ,354,0,E0,P602,-,T22,TP2 TP13
1245,甲基异丁基酮,METHYL ISOBUTYL KETONE,3,-,Ⅱ,-,1 L,E2,P001 IBC02,-,T4,TP1
1246,甲基异丙烯基酮，稳定的,"METHYL ISOPROPENYL KETONE, STABILIZED",3,-,Ⅱ,386,1 L,E2,P001 IBC02,-,T4,TP1
1247,甲基丙烯酸甲酯单体，稳 定的,"METHYL METHACRYLATE MONOMER,STABILIZED",3,-,Ⅱ,386,1 L,E2,P001 IBC02,-,T4,TP1
1248,丙酸甲酯,METHYL PROPIONATE,3,-,Ⅱ,-,1 L,E2,P001 IBC02,-,T4,TP1
1249,甲基丙基酮,METHYL PROPYL KETONE,3,-,Ⅱ,-,1 L,E2,P001 IBC02,-,T4,TP1
1250,甲基三氯硅烷,METHYLTRICHLOROSILANE,3,8,Ⅱ,-,0,E0,P010,-,T10,TP2 TP7 TP13
1251,甲基乙烯基酮，稳定的,"METHYL VINYL KETONE, STABILIZED",6.1,3 8,Ⅰ,354 386,0,E0,P601,-,T22,TP2 TP13
1259,羰基镍,NICKEL CARBONYL,6.1,3,Ⅰ,-,0,E0,P601,-,-,-
1261,硝基甲烷,NITROMETHANE,3,-,Ⅱ,26,1 L,E0,P001,-,-,-
1262,辛烷,OCTANES,3,-,Ⅱ,-,1 L,E2,P001 IBC02,-,T4,TP1
1263,涂料(包括色漆、喷漆、瓷 漆、着色剂、虫胶、清漆、抛 光剂、液态填料和液态喷 漆基料)或涂料相关材料 (包括涂料稀释剂或冲淡 剂),"PAINT (including paint, lacquer, enamel, stain, shellac, varnish, polish, liquid filler and liquid lacquer base) or PAINT RELATED MATERIAL (including paint thinning or reducing compound)",3,-,Ⅰ,163 367,500 mL,E3,P001,-,T11,TP1 TP8 TP27
1263,涂料(包括色漆、喷漆、瓷 漆、着色剂、虫胶、清漆、抛 光剂、液态填料和液态喷 漆基料)或涂料相关材料 (包括涂料稀释剂或冲淡 剂),"PAINT (including paint, lacquer, enamel, stain, shellac, varnish, polish, liquid filler and liquid lacquer base) or PAINT RELATED MATERIAL (including paint thinning or reducing compound)",3,-,Ⅱ,163 367,5 L,E2,P001 IBC02,PP1,T4,TP1 TP8 TP28
1263,涂料(包括色漆、喷漆、瓷 漆、着色剂、虫胶、清漆、抛 光剂、液态填料和液态喷 漆基料)或涂料相关材料 (包括涂料稀释剂或冲淡 剂),"PAINT (including paint, lacquer, enamel, stain, shellac, varnish, polish, liquid filler and liquid lacquer base) or PAINT RELATED MATERIAL (including paint thinning or reducing compound)",3,-,Ⅲ,163 223 367,5 L,E1,P001 IBC03 LP01,PP1,T2,TP1 TP29
1264,仲乙醛(三聚乙醛),PARALDEHYDE,3,-,Ⅲ,-,5 L,E1,P001 IBC03 LP01,-,T2,TP1
1265,液态戊烷,"PENTANES, liquid",3,-,Ⅰ,-,0,E3,P001,-,T11,TP2
1265,液态戊烷,"PENTANES, liquid",3,-,Ⅱ,-,1 L,E2,P001 IBC02,B8,T4,TP1
1266,香料制品，含易燃溶剂,PERFUMERY PRODUCTS with flammable solvents,3,-,Ⅱ,163,5 L,E2,P001 IBC02,-,T4,TP1 TP8
1266,香料制品，含易燃溶剂,PERFUMERY PRODUCTS with flammable solvents,3,-,Ⅲ,163 223,5 L,E1,P001 IBC03 LP01,-,T2,TP1
1267,石油原油,PETROLEUM CRUDE OIL,3,-,Ⅰ,357,500 mL,E3,P001,-,T11,TP1 TP8
1267,石油原油,PETROLEUM CRUDE OIL,3,-,Ⅱ,357,1 L,E2,P001 IBC02,-,T4,TP1 TP8
1267,石油原油,PETROLEUM CRUDE OIL,3,-,Ⅲ,223 357,5 L,E1,P001 IBC03 LP01,-,T2,TP1
1268,石油馏出物，未另作规定 的或石油产品，未另作规 定的,"PETROLEUM DISTILLATES, N. O. S. or PETROLEUM PRODUCTS, N. O. S.",3,-,Ⅰ,-,500 mL,E3,P001,-,T11,TP1 TP8
1268,石油馏出物，未另作规定 的或石油产品，未另作规 定的,"PETROLEUM DISTILLATES, N. O. S. or PETROLEUM PRODUCTS, N. O. S.",3,-,Ⅱ,-,1 L,E2,P001 IBC02,-,T7,TP1 TP8 TP28
1268,石油馏出物，未另作规定 的或石油产品，未另作规 定的,"PETROLEUM DISTILLATES, N. O. S. or PETROLEUM PRODUCTS, N. O. S.",3,-,Ⅲ,223,5 L,E1,P001 IBC03 LP01,-,T4,TP1 TP29
1272,松油,PINE OIL,3,-,Ⅲ,-,5 L,E1,P001 IBC03 LP01,-,T2,TP1
1274,正丙醇,"n-PROPANOL(PROPYL ALCOHOL, NORMAL)",3,-,Ⅱ,-,1 L,E2,P001 IBC02,-,T4,TP1
1274,正丙醇,"n-PROPANOL(PROPYL ALCOHOL, NORMAL)",3,-,Ⅲ,223,5 L,E1,P001 IBC03 LP01,-,T2,TP1
1275,丙醛,PROPIONALDEHYDE,3,-,Ⅱ,-,1 L,E2,P001 IBC02,-,T7,TP1
1276,乙酸正丙酯,n-PROPYL ACETATE,3,-,Ⅱ,-,1 L,E2,P001 IBC02,-,T4,TP1
1277,丙胺,PROPYLAMINE,3,8,Ⅱ,-,1 L,E2,P001 IBC02,-,T7,TP1
1278,1-氯丙烷,1-CHLOROPROPANE,3,-,Ⅱ,-,1 L,E0,P001 IBC02,B8,T7,TP2
1279,1，2-二氯丙烷,"1,2-DICHLOROPROPANE",3,-,Ⅱ,-,1 L,E2,P001 IBC02,-,T4,TP1
1280,环氧丙烷(氧化丙烯),PROPYLENE OXIDE,3,-,Ⅰ,-,0,E3,P001,-,T11,TP2 TP7
1281,甲酸丙酯,PROPYL FORMATES,3,-,Ⅱ,-,1 L,E2,P001 IBC02,-,T4,TP1
1282,吡啶,PYRIDINE,3,-,Ⅱ,-,1 L,E2,P001 IBC02,-,T4,TP2
1286,松香油,ROSIN OIL,3,-,Ⅱ,-,5 L,E2,P001 IBC02,-,T4,TP1
1286,松香油,ROSIN OIL,3,-,Ⅲ,223,5 L,E1,P001 IBC03 LP01,-,T2,TP1
1287,橡胶溶液,RUBBER SOLUTION,3,-,Ⅱ,-,5 L,E2,P001 IBC02,-,T4,TP1 TP8
1287,橡胶溶液,RUBBER SOLUTION,3,-,Ⅲ,223,5 L,E1,P001 IBC03 LP01,-,T2,TP1
1288,页岩油,SHALE OIL,3,-,Ⅱ,-,1 L,E2,P001 IBC02,-,T4,TP1 TP8
1288,页岩油,SHALE OIL,3,-,Ⅲ,223,5 L,E1,P001 IBC03 LP01,-,T2,TP1
1289,甲醇钠溶液，在醇溶液中,SODIUM METHYLATE SOLUTION in alcohol,3,8,Ⅱ,-,1 L,E2,P001 IBC02,-,T7,TP1 TP8
1289,甲醇钠溶液，在醇溶液中,SODIUM METHYLATE SOLUTION in alcohol,3,8,Ⅲ,223,5 L,E1,P001 IBC03,-,T4,TP1
1292,硅酸四乙酯,TETRAETHYL SILICATE,3,-,Ⅲ,-,5 L,E1,P001 IBC03 LP01,-,T2,TP1
1293,药用酊剂,"TINCTURES, MEDICINAL",3,-,Ⅱ,-,1 L,E2,P001 IBC02,-,T4,TP1 TP8
1293,药用酊剂,"TINCTURES, MEDICINAL",3,-,Ⅲ,223,5 L,E1,P001 IBC03 LP01,-,T2,TP1
1294,甲苯,TOLUENE,3,-,Ⅱ,-,1 L,E2,P001 IBC02,-,T4,TP1
1295,三氯硅烷,TRICHLOROSILANE,4.3,3 8,Ⅰ,-,0,E0,P401,-,T14,TP2 TP7 TP13
1296,三乙胺,TRIETHYLAMINE,3,8,Ⅱ,-,1 L,E2,P001 IBC02,-,T7,TP1
1297,三甲胺水溶液，按质量含 三甲胺不超过50%,"TRIMETHYLAMINE, AQUEOUS SOLUTION, not more than 50% trimethylamine, by mass",3,8,Ⅰ,-,0,E0,P001,-,T11,TP1
1297,三甲胺水溶液，按质量含 三甲胺不超过50%,"TRIMETHYLAMINE, AQUEOUS SOLUTION, not more than 50% trimethylamine, by mass",3,8,Ⅱ,-,1 L,E2,P001 IBC02,-,T7,TP1
1297,三甲胺水溶液，按质量含 三甲胺不超过50%,"TRIMETHYLAMINE, AQUEOUS SOLUTION, not more than 50% trimethylamine, by mass",3,8,Ⅲ,223,5 L,E1,P001 IBC03,-,T7,TP1
1298,三甲基氯硅烷,TRIMETHYLCHLOROSILANE,3,8,Ⅱ,-,0,E0,P010,-,T10,TP2 TP7 TP13
1299,松节油,TURPENTINE,3,-,Ⅲ,-,5 L,E1,P001 IBC03 LP01,-,T2,TP1
1300,松节油代用品,TURPENTINE SUBSTITUTE,3,-,Ⅱ,-,1 L,E2,P001 IBC02,-,T4,TP1
1300,松节油代用品,TURPENTINE SUBSTITUTE,3,-,Ⅲ,223,5 L,E1,P001 IBC03 LP01,-,T2,TP1
1301,乙酸乙烯酯，稳定的,"VINYL ACETATE, STABILIZED",3,-,Ⅱ,386,1 L,E2,P001 IBC02,-,T4,TP1
1302,乙烯基乙基醚，稳定的,"VINYL ETHYL ETHER, ST ABILIZED",3,-,Ⅰ,386,0,E3,P001,-,T11,TP2
1303,乙烯叉二氯，稳定的,"VINYLIDENE CHLORIDE, ST ABILIZED",3,-,Ⅰ,386,0,E3,P001,-,T12,TP2 TP7
1304,乙烯基异丁基醚，稳定的,"VINYL ISOBUTYL ETHER, STABILIZED",3,-,Ⅱ,386,1 L,E2,P001 IBC02,-,T4,TP1
1305,乙烯基三氯硅烷,VINYLTRICHLOROSILANE,3,8,Ⅱ,-,0,E0,P010,-,T10,TP2 TP7 TP13
1306,液态木材防腐剂,"WOOD PRESERVATIVES, LIQUID",3,-,Ⅱ,-,5 L,E2,P001 IBC02,-,T4,TP1 TP8
1306,液态木材防腐剂,"WOOD PRESERVATIVES, LIQUID",3,-,Ⅲ,223,5 L,E1,P001 IBC03 LP01,-,T2,TP1
1307,二甲苯,XYLENES,3,-,Ⅱ,-,1 L,E2,P001 IBC02,-,T4,TP1
1307,二甲苯,XYLENES,3,-,Ⅲ,223,5 L,E1,P001 IBC03 LP01,-,T2,TP1
1308,锆，悬浮在易燃液体中,ZIRCONIUM SUSPENDED IN AFLAMMABLE LIQUID,3,-,Ⅰ,223,0,E0,P001,PP33,-,-
1308,锆，悬浮在易燃液体中,ZIRCONIUM SUSPENDED IN AFLAMMABLE LIQUID,3,-,Ⅱ,-,1 L,E2,P001,PP33,-,-
1308,锆，悬浮在易燃液体中,ZIRCONIUM SUSPENDED IN AFLAMMABLE LIQUID,3,-,Ⅲ,223,5 L,E1,P001,-,-,-
1309,铝粉，有涂层的,"ALUMINIUM POWDER, COATED",4.1,-,Ⅱ,-,1 kg,E2,P002 IBC08,"PP38 B2,B4",T3,TP33
1309,铝粉，有涂层的,"ALUMINIUM POWDER, COATED",4.1,-,Ⅲ,223,5 kg,E1,P002 IBC08 LP02,PP11 B3,T1,TP33
1310,苦味酸铵，湿的，按质量含 水不低于10%,"AMMONIUM PICRATE, WETTED with not less than 10% water, by mass",4.1,-,Ⅰ,28,0,E0,P406,PP26,-,-
1312,冰片(龙脑),BORNEOL,4.1,-,Ⅲ,-,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33
1313,树脂酸钙,CALCIUM RESINATE,4.1,-,Ⅲ,-,5 kg,E1,P002 IBC06,-,T1,TP33
1314,熔凝树脂酸钙,"CALCIUM RESINATE, FUSED",4.1,-,Ⅲ,-,5 kg,E1,P002 IBC04,-,T1,TP33
1318,树脂酸钴，沉淀的,"COBALT RESINATE, PRECIPITATED",4.1,-,Ⅲ,-,5 kg,E1,P002 IBC06,-,T1,TP33
1320,二硝基苯酚，湿的，按质量 含水不低于 15%,"DINITROPHENOL, WETTED with not less than 15% water, by mass",4.1,6.1,Ⅰ,28,0,E0,P406,PP26,-,-
1321,二硝基苯酚盐，湿的，按质 量含水不低于15%,"DINITROPHENOLATES, WETTED with not less than 15% water, by mass",4.1,6.1,Ⅰ,28,0,E0,P406,PP26,,-
1322,二硝基间苯二酚，湿的，按 质量含水不低于15%,"DINITRORESORCINOL, WETTED with not less than 15% water, by mass",4.1,-,Ⅰ,28,0,E0,P406,PP26,-,-
1323,铈铁合金,FERROCERIUM,4.1,-,Ⅱ,249,1 kg,E2,P002 IBC08,"B2, B4",T3,TP33
1324,胶片，以硝化纤维素为基 料，涂有明胶的，碎胶片 除外,"FILMS, NITROCELLULOSE BASE, gelatin coated, except scrap",4.1,-,Ⅲ,-,5 kg,E1,P002,PP15,-,-
1325,有机易燃固体，未另作规 定的,"FLAMMABLE SOLID, ORGANIC, N. O. S.",4.1,-,Ⅱ,274,1 kg,E2,P002 IBC08,"B2, B4",T3,TP33
1325,有机易燃固体，未另作规 定的,"FLAMMABLE SOLID, ORGANIC, N. O. S.",4.1,-,Ⅲ,223 274,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33
1326,给粉，湿的，含水不低于 25%(应有明显可见的过 量水) (a)机械方法生产的，粒径 小于53μm; (b)化学方法生产的，粒径 小于840μm,"HAFNIUM POWDER, WETTED with not less than 25% water(avisible excess of water must be present) (a) mechanically produced, particle size less than 53 microns; (b) chemically produced, particlesize less than 840 microns",4.1,-,Ⅱ,-,1 kg,E2,P410 IBC06,PP40 B2,T3,TP33
1327,干草、禾秆或碎稻草和 稻壳,"HAY, STRAW or BHUSA",4.1,-,-,281,3 kg,E0,P003 IBC08,PP19 B6,-,-
1328,环六亚甲基四胺,HEXAMETHYLENETETRAMINE,4.1,-,Ⅲ,-,5 kg,E1,P002 IBC08,B3,T1,TP33
1330,树脂酸锰,MANGANESE RESINATE,4.1,-,Ⅲ,-,5 kg,E1,P002 IBC06,-,T1,TP33
1331,火柴，“可随处划燃”,"MATCHES,'STRIKEANYWHERE'",4.1,-,Ⅲ,293,5 kg,E0,P407,PP27,-,-
1332,聚乙醛,METALDEHYDE,4.1,-,Ⅲ,-,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33
1333,铈，板、锭或棒,"CERIUM, slabs, ingots or rods",4.1,-,Ⅱ,-,1 kg,E2,P002 IBC08,"B2, B4",-,-
1334,粗制萘或精制萘,"NAPHTHALENE, CRUDE or NAPHTHALENE, REFINED",4.1,-,Ⅲ,-,5 kg,E1,P002 IBC08 LP02,B3,T1 BK1 BK2 BK3,TP33
1336,硝基胍(橄苦岩)，湿的，按 质量含水不低于20%,"NITROGUANIDINE (PICRITE), WETTED with not less than 20% water, by mass",4.1,-,Ⅰ,28,0,E0,P406,-,-,-
1337,硝化淀粉，湿的，按质量含 水不低于20%,"NITROSTARCH, WETTED withnot less than 20% water, by mass",4.1,-,Ⅰ,28,0,E0,P406,-,-,-
1338,非晶形磷,"PHOSPHORUS, AMORPHOUS",4.1,-,Ⅲ,-,5 kg,E1,P410 IBC08,B3,T1,TP33
1339,七硫化四磷，不含黄磷和 白磷,"PHOSPHORUS HEPTASULPHIDE, free from yellow and white phosphorus",4.1,-,Ⅱ,-,1 kg,E2,P410 IBC04,-,T3,TP33
1340,五硫化二磷，不含黄磷和 白磷,"PHOSPHORUS PENTASULPHIDE, free from yellow and white phosphorus",4.3,4.1,Ⅱ,-,500 g,E2,P410 IBC04,-,T3,TP33
1341,三硫化四磷，不含黄磷和 白磷,"PHOSPHORUS SESQUISULPHIDE, free from yellow and white phosphorus",4.1,-,Ⅱ,-,1 kg,E2,P410 IBC04,-,T3,TP33
1343,三硫化二磷，不含黄磷和 白磷,"PHOSPHORUS TRISULPHIDE, free from yellow and white phosphorus",4.1,-,Ⅱ,-,1 kg,E2,P410 IBC04,-,T3,TP33
1344,三硝基苯酚，湿的，按质量 含水不低于 30%,"TRINITROPHENOL, WETTED with not less than 30% water, by mass",4.1,-,Ⅰ,28,0,E0,P406,PP26,-,-
1345,废橡胶或回收橡胶，粉末 或颗粒，粒径不超过840 μm，橡胶含量超过45%,"RUBBER SCRAP or RUBBER SHODDY, powdered or granulated, not exceeding 840 microns and rubber content exceeding 45%",4.1,-,Ⅱ,223,1 kg,E2,P002 IBC08,"B2,B4",T3,TP33
1346,非晶形硅粉,"SILICON POWDER, AMORPHOUS",4.1,-,Ⅲ,32,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33
1347,苦味酸银，湿的，按质量含 水不低于30%,"SILVER PICRATE, WETTED with not less than 30% water, by mass",4.1,-,Ⅰ,28,0,E0,P406,PP25 PP26,-,-
1348,二硝基邻甲苯酚钠，湿的， 按质量含水不低于15%,"SODIUM DINITRO-o-CRESOLATE, WETTED with not less than 15% water, by mass",4.1,6.1,Ⅰ,28,0,E0,P406,PP26,-,-
